product_id,product_category_name,product_category_name_english,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,computers_accessories,200.0,41.0,2.0,29.0
3dc485b15eb3f5a61fab4f5ed17cc24d,brinquedos,toys,800.0,16.0,18.0,17.0
3dcb86c4edb8114c8d7b3fcacc632027,telefonia,telephony,200.0,19.0,4.0,11.0
3dd519e4024a114cdf2825caa88c6091,cama_mesa_banho,bed_bath_table,1650.0,44.0,24.0,37.0
3df02779fb868fabf6f42649c50b6046,malas_acessorios,luggage_accessories,700.0,46.0,10.0,36.0
3e03619d360cd44f29e094aae3c4a76b,esporte_lazer,sports_leisure,6950.0,24.0,7.0,11.0
3e086c8507756d8b53e4b0f676e7f42d,informatica_acessorios,computers_accessories,200.0,16.0,5.0,11.0
3e0bc37e01b5c85e125dbaef7cc3f0ad,eletroportateis,small_appliances,3150.0,37.0,30.0,21.0
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,sports_leisure,400.0,16.0,4.0,11.0
3e31fd1419cc4cd6adad1925e72e3a03,cool_stuff,cool_stuff,400.0,25.0,10.0,11.0
3e3f442db862cb6fe99389a41b7acb84,agro_industria_e_comercio,agro_industry_and_commerce,12800.0,67.0,57.0,30.0
3e4176d545618ed02f382a3057de32b4,malas_acessorios,luggage_accessories,1200.0,40.0,22.0,30.0
3e442d09f9dfef002aadf31960869f65,informatica_acessorios,computers_accessories,200.0,41.0,2.0,29.0
3e5201fe0d1ba474d9b90152c83c706c,cama_mesa_banho,bed_bath_table,1800.0,30.0,5.0,30.0
3e591cbf1cec40074c24a2ce372a5b62,,,1800.0,25.0,25.0,25.0
3e6092cf0f56b9c78bcbd539157b9f70,,,400.0,17.0,17.0,17.0
3e6185f70df5a257fee1631488ba93d5,utilidades_domesticas,housewares,600.0,32.0,13.0,24.0
3e67af30c5e3eae465fbf496aa88fc8b,esporte_lazer,sports_leisure,450.0,28.0,13.0,24.0
3e6d2bde9274ac275013aa90d7e2bf16,relogios_presentes,watches_gifts,250.0,16.0,11.0,11.0
3e78cdf699d65e94e6a716be72fb4472,esporte_lazer,sports_leisure,353.0,25.0,23.0,25.0
3e7ca2ff3d372303c5773c8018746fc2,bebes,baby,183.0,17.0,14.0,13.0
3e7d7087ff8bbc0e9568b56ba3504a34,beleza_saude,health_beauty,700.0,27.0,9.0,18.0
3e7ec3672e5549ba74cf635752bfc70b,moveis_decoracao,furniture_decor,600.0,65.0,8.0,13.0
3e81762914e082ccca5a002144534a21,informatica_acessorios,computers_accessories,500.0,60.0,16.0,11.0
3e950ea3b6588d905f238bbce27b061e,bebes,baby,400.0,17.0,17.0,19.0
3e96989101b99f1189a9f03bdd29464e,telefonia,telephony,600.0,17.0,22.0,17.0
3ea30fb7b4c6d17f44c1594a713c224c,cama_mesa_banho,bed_bath_table,1100.0,34.0,7.0,32.0
3ea9fe739cd6a9bd2be0ba05c290498a,telefonia,telephony,200.0,19.0,4.0,11.0
3eb235314db36995d65c80718db4fd85,telefonia,telephony,275.0,18.0,4.0,12.0
3eb2d78dda82bc83c9b047fbba954dbe,esporte_lazer,sports_leisure,500.0,20.0,7.0,14.0
3ec2984cb2de1675a0306bfc60dbe5a5,cama_mesa_banho,bed_bath_table,1860.0,39.0,12.0,33.0
3ecb2f23ecd8934a20027accead2b058,ferramentas_jardim,garden_tools,700.0,16.0,3.0,12.0
3ece1fcd5a64459a4e24143920178f42,moveis_decoracao,furniture_decor,400.0,69.0,11.0,11.0
3ecf69ee1fe21cfd40b30cbea549e563,eletroportateis,small_appliances,6300.0,35.0,35.0,30.0
3ed31fdf8af68a6c0b059a256420a5c5,ferramentas_jardim,garden_tools,2600.0,30.0,20.0,20.0
3eda91c4ed75e3ce93482a5eed64868d,fashion_roupa_masculina,fashion_male_clothing,900.0,50.0,10.0,40.0
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,office_furniture,11880.0,50.0,60.0,27.0
3ef8d885129ad51b20838faba23825a3,livros_interesse_geral,books_general_interest,550.0,25.0,5.0,18.0
3efd399c5d016b9e6a5ad3196eade44f,bebes,baby,1000.0,30.0,10.0,25.0
3efe696e322f9139e3d2b894cb1f7a09,moveis_decoracao,furniture_decor,1300.0,31.0,6.0,33.0
3f01901509b345951cfe27f5cea17e40,cool_stuff,cool_stuff,1250.0,42.0,25.0,15.0
3f0cf4a04c36ec00d58b827e79ad8074,brinquedos,toys,400.0,20.0,25.0,20.0
3f1a741cf5591384428c1cbb0ef07ec0,beleza_saude,health_beauty,150.0,60.0,11.0,16.0
3f3695c50cf443bfc1058ce0c8ab6a46,eletronicos,electronics,175.0,22.0,13.0,17.0
3f40e0e434d939f380a29f5e863cfb9f,pet_shop,pet_shop,1650.0,45.0,8.0,40.0
3f4269f81421aadbfc643a23d5dbf3ff,automotivo,auto,200.0,25.0,10.0,16.0
3f5a7aa9c9cd21cbfe37688ed326222b,brinquedos,toys,600.0,45.0,15.0,35.0
3f90ef42e637c17203bd0ee040c16de0,cama_mesa_banho,bed_bath_table,450.0,40.0,4.0,30.0
3f9714af5d7efa95476ebf732c9078c8,ferramentas_jardim,garden_tools,200.0,25.0,5.0,12.0
3f98320412a131f7346baa2aa2de7540,esporte_lazer,sports_leisure,8450.0,42.0,102.0,47.0
3f9db4ff95890df33167856d315a05bc,beleza_saude,health_beauty,1750.0,23.0,23.0,22.0
3f9e3d09e34ab9b3235a0e9d584bba25,moveis_decoracao,furniture_decor,400.0,16.0,5.0,20.0
3fa43718c1d128c8d2f148530e9493f5,ferramentas_jardim,garden_tools,16300.0,100.0,25.0,30.0
3fa864b2eb9bb60d23bfe315213bb5d9,,,200.0,16.0,2.0,11.0
3fae92f8d0ebb3317991934a6d717c47,cama_mesa_banho,bed_bath_table,1250.0,16.0,10.0,16.0
3fc18e3aefe7b9346bd15de863fa0365,utilidades_domesticas,housewares,2850.0,30.0,30.0,30.0
3fd04b238d42b022434a07519d30a354,moveis_decoracao,furniture_decor,2400.0,30.0,10.0,27.0
3fd11c8df5b2569660e2613c1bf20f3b,esporte_lazer,sports_leisure,1771.0,29.0,22.0,30.0
3fddda7e92c16fa45033a4373a116e00,perfumaria,perfumery,75.0,11.0,11.0,8.0
3fe92971b9d5a0280651851e06ea0ef1,eletronicos,electronics,150.0,25.0,7.0,16.0
3ff3656bf4f81c36e63687fefe2ecca7,moveis_decoracao,furniture_decor,2950.0,40.0,20.0,40.0
3ff490445b099b53cba94a2dab6f814d,utilidades_domesticas,housewares,1800.0,31.0,35.0,30.0
3ff718959f57e5a5c7e17ee1af98dc10,esporte_lazer,sports_leisure,200.0,22.0,15.0,22.0
3ffa02e2ee2ce17abb51b4545f367e7f,brinquedos,toys,200.0,16.0,8.0,11.0
401b5632c06c51319df083f1245a96ca,audio,audio,300.0,16.0,20.0,16.0
4025ee582ef6b8c478af3b44cf89054b,cama_mesa_banho,bed_bath_table,200.0,20.0,2.0,15.0
4027c03e4b0afe1963877d2d164f880b,perfumaria,perfumery,500.0,23.0,8.0,15.0
40376ad8bd1bd1066449dbb09440dc43,fashion_calcados,fashion_shoes,200.0,29.0,7.0,16.0
4039be757013ccb66cb41d683261dece,utilidades_domesticas,housewares,3000.0,85.0,10.0,50.0
4039e5b67d430bc9a4078e814d7fafc9,fashion_bolsas_e_acessorios,fashion_bags_accessories,100.0,19.0,2.0,17.0
403f76f6cb6bac59fe7dcb462ec42ac3,moveis_decoracao,furniture_decor,1100.0,27.0,18.0,27.0
404a57563d487aecbc2b1a01d9b89aab,cama_mesa_banho,bed_bath_table,3500.0,45.0,15.0,35.0
4052517cac9e78357d895976124f6972,eletronicos,electronics,800.0,35.0,30.0,40.0
405b665fb38de919ddef2046a207fddf,moveis_decoracao,furniture_decor,200.0,24.0,2.0,12.0
4079a95ae53890e5c268117864020aa8,cama_mesa_banho,bed_bath_table,2350.0,33.0,7.0,37.0
407a9382e8c7e321e8ecee388edf0f7b,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,2.0,11.0
407bc2771e1ae0911576de1560d3adcc,moveis_decoracao,furniture_decor,600.0,65.0,7.0,11.0
407e01944d78001dbd21da4c2059b8dc,telefonia,telephony,300.0,16.0,4.0,11.0
408e83214d33817b4bc554f392509088,beleza_saude,health_beauty,2570.0,24.0,23.0,21.0
40a4dfa74a737d541b3c2413edf9cdf6,utilidades_domesticas,housewares,1000.0,22.0,10.0,18.0
40b09f33e646d488df2ca6fec4082d50,papelaria,stationery,7150.0,60.0,20.0,29.0
40b2a43c74c26b963dd1bd05384663a0,esporte_lazer,sports_leisure,300.0,25.0,12.0,18.0
40c7fdb4c192c7df52431d1b079f9026,relogios_presentes,watches_gifts,150.0,16.0,2.0,20.0
40cb225d40f0acc7c8a2dc7b27176874,informatica_acessorios,computers_accessories,523.0,24.0,14.0,19.0
40cb7bb3d30559b9b6c4fb62bc837962,cama_mesa_banho,bed_bath_table,350.0,47.0,4.0,35.0
40cc62bf0cf7aacfd12d865c196baa55,telefonia,telephony,250.0,19.0,4.0,11.0
40e0e757ad6d3fd9059ffa64b249a12f,esporte_lazer,sports_leisure,300.0,100.0,20.0,20.0
40e8b425d1a26e2d9cb77363523e05ce,artigos_de_natal,christmas_supplies,4500.0,50.0,8.0,45.0
40f35a63d2a946e8d83ec217253dea23,esporte_lazer,sports_leisure,350.0,20.0,7.0,14.0
4100a608bd0aa524b06ffefba973707b,beleza_saude,health_beauty,688.0,17.0,13.0,16.0
4107fe37acd2074de27143fa85966f67,moveis_decoracao,furniture_decor,7100.0,37.0,41.0,37.0
410d5b211dce5611e7a6412bf0cc30fa,telefonia,telephony,100.0,19.0,3.0,11.0
41150780d8eb1857e9575c5e3c23c0f0,casa_conforto,home_confort,1800.0,30.0,20.0,30.0
41170f223fcfb9220a82df1a646d5c43,pet_shop,pet_shop,17500.0,74.0,32.0,40.0
41171e11f920c47deb1809edda2bf09d,moveis_decoracao,furniture_decor,200.0,16.0,16.0,16.0
4123c46f0ed03bdd39d7d6d94bdbec00,beleza_saude,health_beauty,150.0,23.0,7.0,12.0
413fa9f96b1e08ca73401f596e63dae4,telefonia,telephony,100.0,19.0,3.0,11.0
41402af2a88247152583bb812ba235dd,relogios_presentes,watches_gifts,533.0,20.0,8.0,11.0
4142011fdc688f90a55e3101fcd43e2b,cool_stuff,cool_stuff,203.0,15.0,15.0,14.0
414c53fa9c5cc4a0390682aeb2e25ec1,moveis_decoracao,furniture_decor,300.0,16.0,30.0,20.0
4150a78d94e1932852796a92cda4cd90,livros_interesse_geral,books_general_interest,200.0,23.0,3.0,23.0
41594ae99a5916fee609489c289ca3a6,cama_mesa_banho,bed_bath_table,1400.0,51.0,26.0,36.0
4161c903c8834f814fda62d066031d74,alimentos_bebidas,food_drink,500.0,33.0,21.0,27.0
416c4340800aa9bce887e000e96390a9,utilidades_domesticas,housewares,6050.0,30.0,30.0,40.0
416cdbd855fe5e217167a1405a70fa4a,papelaria,stationery,1300.0,17.0,7.0,12.0
416d75e3094f3393b778fd40d52b6089,informatica_acessorios,computers_accessories,700.0,31.0,16.0,16.0
416fad0f58722ac772e8ac9b3e33a0ca,esporte_lazer,sports_leisure,200.0,16.0,3.0,11.0
417d9668b1146c16947abb8c344996e8,eletroportateis,small_appliances,800.0,21.0,17.0,18.0
4182ad8f6fd91b6064f2d1097d8a4291,beleza_saude,health_beauty,1097.0,18.0,18.0,16.0
418aafa8794c4c22bacfa453f98bbf26,beleza_saude,health_beauty,600.0,17.0,18.0,17.0
418b40c9e83b7e5ac79e4a7ef975ebbe,eletrodomesticos_2,home_appliances_2,7300.0,82.0,10.0,54.0
418d480693f2f01e9cf4568db0346d28,cool_stuff,cool_stuff,1950.0,33.0,44.0,19.0
418d8bb517562fb8e8a2f1c5de0afa70,informatica_acessorios,computers_accessories,400.0,23.0,10.0,19.0
419538c5c0c21d892928586bee1ea16a,cama_mesa_banho,bed_bath_table,2900.0,35.0,9.0,34.0
419cb1b441eda9b92ebd1a1b96090c26,telefonia,telephony,350.0,17.0,4.0,12.0
41b24e4f49504cc023666ed7cde3cf16,esporte_lazer,sports_leisure,1800.0,25.0,30.0,40.0
41b43381a92451746dc1374dbbd4c43e,moveis_escritorio,office_furniture,10025.0,57.0,55.0,22.0
41b4baff1ceec845ba126eaeb07efa4a,relogios_presentes,watches_gifts,400.0,16.0,2.0,11.0
41b9fdf240b6c703cecd3d4e40f8c0e7,eletroportateis,small_appliances,7600.0,35.0,35.0,40.0
41bbc4286da4cd2380514863440e9a9d,ferramentas_jardim,garden_tools,9400.0,64.0,16.0,52.0
41c1f03b4d5bac6d41d5f9d2a85389c6,brinquedos,toys,2000.0,50.0,15.0,30.0
41c24b8ce92d1a2cac62db5edfd088b2,relogios_presentes,watches_gifts,314.0,18.0,11.0,14.0
41cd333a4af5e36df81fc0b83ccf8e2d,bebes,baby,10750.0,38.0,47.0,44.0
41db6d8062fcd38410c699743ccc0265,telefonia,telephony,125.0,19.0,5.0,11.0
41f447e263110b954a7e52f6052ab5e1,telefonia,telephony,100.0,16.0,4.0,11.0
41f9d5d764dc0fa4928c9177275e5763,construcao_ferramentas_construcao,construction_tools_construction,400.0,16.0,16.0,16.0
420921e97463577fd5cc62c687d90bca,telefonia,telephony,450.0,23.0,7.0,16.0
420db7fc556a05b1cdf665a103f9ce6b,moveis_decoracao,furniture_decor,6850.0,46.0,31.0,35.0
42130cd7a981706499a4d337f2f7f621,telefonia,telephony,100.0,19.0,3.0,11.0
42155695adbe665066ad812855fe523a,eletronicos,electronics,200.0,16.0,6.0,14.0
4222fa433d71c969509acc408f343e89,esporte_lazer,sports_leisure,300.0,20.0,5.0,20.0
422879e10f46682990de24d770e7f83d,ferramentas_jardim,garden_tools,1550.0,30.0,22.0,30.0
423a6644f0aa529e8828ff1f91003690,agro_industria_e_comercio,agro_industry_and_commerce,5800.0,30.0,30.0,20.0
423b46d7ff817b1cd19ab195c7b76546,relogios_presentes,watches_gifts,200.0,16.0,2.0,20.0
4244733e06e7ecb4970a6e2683c13e61,cool_stuff,cool_stuff,650.0,28.0,9.0,14.0
4247b4b7b6026cb234f47c0b95193997,cama_mesa_banho,bed_bath_table,3550.0,45.0,15.0,35.0
4254fb9a475231dc0442038cd846a387,brinquedos,toys,167.0,19.0,15.0,15.0
4256cf575577f02e6c98d452ad40fa63,moveis_decoracao,furniture_decor,13200.0,40.0,60.0,40.0
4257f45f6ea58aa46885ed7ef723b6c0,,,2300.0,29.0,13.0,25.0
425a12d4dd8e5e7ba3be5c4157f1fafc,relogios_presentes,watches_gifts,246.0,18.0,11.0,13.0
425ca58a47a3eeb10c21c05ddf8d7a52,perfumaria,perfumery,378.0,20.0,15.0,16.0
426844dd9ed9ae105a5d4b3f1e18becc,ferramentas_jardim,garden_tools,133.0,18.0,8.0,12.0
42697582a754e573f9e3e9e78752252c,informatica_acessorios,computers_accessories,1644.0,16.0,19.0,16.0
426c58d69aa402e5397c4b6471420fbe,construcao_ferramentas_construcao,construction_tools_construction,3550.0,16.0,105.0,11.0
4272f4544f17efd4fa4ccdc76912feab,ferramentas_jardim,garden_tools,1042.0,20.0,24.0,20.0
42749c525c90994bd3d4c74edf047172,construcao_ferramentas_jardim,costruction_tools_garden,1300.0,60.0,13.0,23.0
4279d87e5f7172daa2836d7122d10829,cool_stuff,cool_stuff,13800.0,50.0,20.0,40.0
42877980a9990b1391c279582c1aa894,esporte_lazer,sports_leisure,200.0,20.0,7.0,12.0
4293865e4ead3d446609086b4cfedb4f,cama_mesa_banho,bed_bath_table,1650.0,46.0,3.0,34.0
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,computers_accessories,200.0,21.0,14.0,15.0
429de6049b45a9fcb96aff1603f55d3c,cool_stuff,cool_stuff,150.0,16.0,13.0,21.0
429e7401fafb76436f15e86498bd7364,cama_mesa_banho,bed_bath_table,2500.0,41.0,8.0,36.0
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,bed_bath_table,1300.0,44.0,2.0,35.0
42a2c92a0979a949ca4ea89ec5c7b934,utilidades_domesticas,housewares,7000.0,26.0,47.0,27.0
42b3cf00e662d57725bd2425b106563f,eletroportateis,small_appliances,1300.0,33.0,24.0,24.0
42ba5eab75cf0db7905414fdc6a3fd7c,informatica_acessorios,computers_accessories,1000.0,28.0,15.0,15.0
42bb409da80c21a2ab7f65ec0c4f04d8,eletrodomesticos_2,home_appliances_2,11710.0,45.0,37.0,29.0
42c0e34ecbd01632df00dc96670c92a0,relogios_presentes,watches_gifts,200.0,16.0,11.0,20.0
42c99de3dc62c3687c4c7da629da3c50,casa_conforto,home_confort,100.0,18.0,18.0,18.0
42eb5329dd0ee3d76d135ce04c84451b,alimentos_bebidas,food_drink,1150.0,16.0,17.0,11.0
42ef2bdec0493fd90852352fcfbf2c24,informatica_acessorios,computers_accessories,850.0,32.0,19.0,19.0
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,sports_leisure,500.0,16.0,2.0,11.0
42f25a7251d847a86c1849731bf166ff,eletronicos,electronics,450.0,16.0,16.0,11.0
42faf2e98f0486405f5dfac48e5cba7d,ferramentas_jardim,garden_tools,100.0,16.0,2.0,20.0
42fffc68ff7e8176f11baaf4a4227557,beleza_saude,health_beauty,1600.0,20.0,20.0,20.0
4308439e0d80d5fe03f17ba83b57c493,beleza_saude,health_beauty,600.0,16.0,17.0,17.0
430d215740da7fdda91cc938f8fd92f6,telefonia,telephony,260.0,19.0,7.0,13.0
430e5eb549078d5eec4e5d1ec529c622,construcao_ferramentas_construcao,construction_tools_construction,1630.0,18.0,15.0,14.0
430f4c8e02bd4e1fe6330c38689b54f3,cama_mesa_banho,bed_bath_table,950.0,44.0,2.0,36.0
431772d0bf9d5e9a46fc78cb834a28ee,relogios_presentes,watches_gifts,250.0,16.0,2.0,11.0
431d674f9a4fbd0957ecf6ba3fcb6899,telefonia,telephony,450.0,17.0,3.0,11.0
432357855585cf634fc9923523ce5e4a,alimentos,food,1150.0,16.0,14.0,16.0
43267ceb81c34b7d49decd624671ccfa,ferramentas_jardim,garden_tools,509.0,17.0,13.0,13.0
4328139cbe9adde0aac493ca9871eab3,cama_mesa_banho,bed_bath_table,1150.0,30.0,10.0,30.0
43354a2ac9eca9f50cb31647c6d5516a,brinquedos,toys,8750.0,30.0,69.0,25.0
4340de579ecca5b411504b2d06d2edc3,moveis_decoracao,furniture_decor,2300.0,40.0,10.0,37.0
43423cdffde7fda63d0414ed38c11a73,relogios_presentes,watches_gifts,350.0,16.0,14.0,11.0
436c8d57ff8d4aa254318e9bd9b48c83,cool_stuff,cool_stuff,530.0,30.0,9.0,14.0
4372c58b785f6a6e66899e62099b6ef2,pet_shop,pet_shop,900.0,20.0,20.0,20.0
437ae72c066abf24996b52549bbb6432,industria_comercio_e_negocios,industry_commerce_and_business,300.0,80.0,50.0,50.0
438b5ad4eda7949fae4a4b834a69bcd6,esporte_lazer,sports_leisure,200.0,21.0,26.0,21.0
43944a8f8f0b7ae86b6c3d3c2f257375,eletrodomesticos,home_appliances,4920.0,65.0,11.0,33.0
4396a21dbcffe535748c5df0f544b5de,cama_mesa_banho,bed_bath_table,1800.0,26.0,26.0,26.0
439dee65f97bb5e70b021e1e7cf54a5e,telefonia,telephony,100.0,18.0,7.0,16.0
43a05187c418edc20a55682107c9d7fa,cama_mesa_banho,bed_bath_table,900.0,34.0,10.0,28.0
43bce2c11df17f5e6e50fbb914fd13ea,relogios_presentes,watches_gifts,200.0,16.0,11.0,11.0
43c603a90cd6fa3056c5def766f44d23,automotivo,auto,200.0,16.0,2.0,11.0
43c9506443a52a22cace92d7eef9cfcb,artigos_de_natal,christmas_supplies,1800.0,35.0,15.0,35.0
43d9ce1b4573a087677c2bd656131b94,cama_mesa_banho,bed_bath_table,400.0,16.0,10.0,16.0
43dab0384fdbf917781e1b91109bf3df,brinquedos,toys,400.0,18.0,21.0,13.0
43e6aab5f2602eb0af739f270de920d5,esporte_lazer,sports_leisure,150.0,25.0,30.0,20.0
43e9543be42b2a2db9d44f3ab4ddd8b7,informatica_acessorios,computers_accessories,950.0,45.0,15.0,25.0
43ee88561093499d9e571d4db5f20b79,moveis_decoracao,furniture_decor,200.0,20.0,20.0,20.0
43f88c8353708451babf9bcdd1fda92a,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,5.0,11.0
43f911ac50adc19a96cd523ade4e7cca,beleza_saude,health_beauty,1617.0,19.0,15.0,18.0
43fe236fd16fba129a5498ba4b1b47fe,pet_shop,pet_shop,17150.0,55.0,40.0,45.0
44053ed0088d0655ed338810cd2d4d51,cama_mesa_banho,bed_bath_table,6900.0,64.0,17.0,53.0
4407eca265d6d9f1b07ba452caa12844,utilidades_domesticas,housewares,1000.0,25.0,6.0,20.0
440cb991a95f6a9c8918c112433f4d69,cama_mesa_banho,bed_bath_table,3040.0,47.0,10.0,36.0
440f5b159d6123c0f65eb1abb5373b99,papelaria,stationery,2200.0,30.0,60.0,19.0
4413a608a42bd21bbf9d5abbd58c249a,cool_stuff,cool_stuff,2350.0,16.0,40.0,16.0
441571d37eb4c02c1686c4a2cff8a8e5,bebes,baby,850.0,68.0,8.0,13.0
4419a1c234d848b2bc86c53b222499b2,perfumaria,perfumery,500.0,16.0,15.0,15.0
441f80632def2e872e95a3e474226119,moveis_decoracao,furniture_decor,900.0,100.0,7.0,12.0
442fbdff3d856511168100ed3bafaadc,livros_interesse_geral,books_general_interest,243.0,16.0,15.0,16.0
44414d55ce2808a7b8f3568a92d1484f,ferramentas_jardim,garden_tools,3763.0,49.0,45.0,34.0
4473f3e5c65952b074ef987fa5c24662,telefonia,telephony,350.0,17.0,4.0,12.0
447a4fbd4c6995b5779d96127eff23d2,utilidades_domesticas,housewares,1300.0,29.0,14.0,25.0
44815c128303d654f94d021e47b0764f,esporte_lazer,sports_leisure,600.0,50.0,10.0,30.0
4487261e208ce5d3a8d1a997ccd99dcf,cama_mesa_banho,bed_bath_table,2050.0,40.0,10.0,32.0
448dc3486005777a15d7b3f445637ee2,market_place,market_place,200.0,22.0,23.0,16.0
448ed4e809cd34e3883a07ebaa820d39,fashion_bolsas_e_acessorios,fashion_bags_accessories,150.0,16.0,5.0,11.0
44907e5763ed2255fff21e4fb12a635a,cama_mesa_banho,bed_bath_table,1000.0,30.0,5.0,30.0
449686d8083aaada627cbd307f0feed3,brinquedos,toys,1150.0,38.0,23.0,27.0
44a34214a57dc373dcd80f54c919d006,esporte_lazer,sports_leisure,350.0,67.0,15.0,15.0
44a6af14e39124bee07dc2eb2df39a54,pet_shop,pet_shop,150.0,27.0,9.0,26.0
44a6e4ecf7b48f87481c243383b1c4cf,beleza_saude,health_beauty,230.0,19.0,7.0,13.0
44ab978ea1af4ed2f20e7efd5e21ef71,fashion_bolsas_e_acessorios,fashion_bags_accessories,50.0,16.0,8.0,11.0
44ae8d3edf5612ff7a39d629d5bbb8ae,,,4850.0,45.0,10.0,45.0
44afebe5ba695261a126f43a4b29d814,utilidades_domesticas,housewares,2963.0,45.0,33.0,32.0
44b36c8a125b604c4597100ef4b16538,fashion_bolsas_e_acessorios,fashion_bags_accessories,200.0,16.0,9.0,11.0
44c015f31e165a805a0c68a2124e2e90,moveis_decoracao,furniture_decor,7600.0,52.0,15.0,52.0
44c06ea2624ec11360ccb3267b46d528,utilidades_domesticas,housewares,1400.0,35.0,12.0,12.0
44d097d59e8430f88a67517cd0c4f865,fashion_bolsas_e_acessorios,fashion_bags_accessories,350.0,16.0,2.0,20.0
44dcb08478450d530b70de0c5c7c5f4a,,,1450.0,40.0,20.0,20.0
44dfeb8491daf22683dff46c7a3265b9,moveis_decoracao,furniture_decor,3000.0,69.0,11.0,11.0
44e086c4a977f37a888627b43880586c,instrumentos_musicais,musical_instruments,600.0,20.0,20.0,20.0
44e74b30e6a7832b7aeb5555c04cb9b7,bebes,baby,796.0,27.0,22.0,21.0
44f0d2f26b22303cf2c673c696402f47,cama_mesa_banho,bed_bath_table,800.0,35.0,20.0,20.0
44f90f085c7a825863cbf867990e1513,beleza_saude,health_beauty,517.0,25.0,13.0,16.0
44feb28a74abb0f2f303412d60160750,livros_tecnicos,books_technical,500.0,25.0,3.0,18.0
4509f2dcb7651bc7c7fab76f3a87e700,relogios_presentes,watches_gifts,900.0,30.0,10.0,30.0
450a44fbb7995e0ace31991a2bb05470,moveis_decoracao,furniture_decor,1400.0,45.0,5.0,45.0
451f60a1af05c5bef8d9e93fe847f6bc,utilidades_domesticas,housewares,525.0,29.0,17.0,19.0
451f6a5c5b15c9c5819256be358df9f0,utilidades_domesticas,housewares,1250.0,28.0,20.0,28.0
4520766ec412348b8d4caa5e8a18c464,automotivo,auto,50.0,16.0,16.0,17.0
4525ba25c6fe12c6c01f869b3226d8e4,cama_mesa_banho,bed_bath_table,1200.0,45.0,15.0,35.0
4534bceddbf90ce5876ec482cc5c74d2,eletrodomesticos,home_appliances,200.0,18.0,8.0,13.0
453b0d78c257bdb2b47099a6a1c22040,instrumentos_musicais,musical_instruments,750.0,22.0,9.0,57.0
45441cbbcc1a9ff79903bb3b7c2e6670,eletronicos,electronics,2787.0,45.0,40.0,21.0
45448d98662daee2e5ee969475a90826,livros_interesse_geral,books_general_interest,1200.0,15.0,15.0,19.0
4562a1390da3bb292198395483cdc7a7,beleza_saude,health_beauty,200.0,18.0,8.0,12.0
4563d900cd3080ee4854e36ea7d0f156,fashion_calcados,fashion_shoes,300.0,29.0,7.0,16.0
4567fd79f37f89a3f13db0bda7441a0e,fashion_bolsas_e_acessorios,fashion_bags_accessories,70.0,18.0,18.0,12.0
457953cd3ce26e8f7c9037bfb9e19b14,moveis_decoracao,furniture_decor,1050.0,100.0,7.0,15.0
4579e87cfe02f4b4eaabb298a254a5b9,relogios_presentes,watches_gifts,250.0,16.0,11.0,20.0
457c5f8a59156ce6315753d8d788a16a,relogios_presentes,watches_gifts,200.0,16.0,2.0,11.0
45823c2a94ab8eb5c273ab64bcb05e01,pet_shop,pet_shop,850.0,24.0,20.0,24.0
4583e308182e4e78d5b71b5af1804def,bebes,baby,450.0,16.0,12.0,13.0
458a38626f2b1186239246c1af1e3e89,brinquedos,toys,500.0,23.0,17.0,11.0
4598f8b931837f857d55483097a015d8,moveis_decoracao,furniture_decor,200.0,35.0,2.0,25.0
45a19bf9dddef525a5881b62c01f164c,cama_mesa_banho,bed_bath_table,1500.0,34.0,12.0,40.0
45a9a8115c62ad1ce34845e5ec4cfd48,brinquedos,toys,300.0,20.0,20.0,20.0
45af706a261242e1f74e90aee7b49a5b,cama_mesa_banho,bed_bath_table,1500.0,43.0,5.0,30.0
45af837344fa95e1fb3a840e9ffd8bf4,esporte_lazer,sports_leisure,550.0,27.0,25.0,25.0
45ba26803dbbdb26ec5757546929ac89,pet_shop,pet_shop,400.0,16.0,16.0,16.0
45bb3dc2bad11474b99f167b3e95fd02,relogios_presentes,watches_gifts,300.0,19.0,10.0,15.0
45bb83550ff78aa259858ff41921129a,eletroportateis,small_appliances,3525.0,33.0,35.0,34.0
45c4df3befb383b0102121f980c20f82,instrumentos_musicais,musical_instruments,3300.0,44.0,10.0,32.0
45cfee87da128a8f939226bedd92a72d,pet_shop,pet_shop,1500.0,50.0,30.0,33.0
45dc66388e0aeec2e8baab5572f2fa44,esporte_lazer,sports_leisure,1100.0,30.0,16.0,20.0
45df8892a1d74d2e8f960dc06625fdab,telefonia,telephony,311.0,20.0,11.0,14.0
45e67c8e544137e6c9dc0b1786f005c1,consoles_games,consoles_games,200.0,25.0,9.0,21.0
45e95fa9b4822fe9928abd8993cc37ce,informatica_acessorios,computers_accessories,475.0,18.0,3.0,11.0
45e9db074ca64dc81ee6f06185544d6e,beleza_saude,health_beauty,975.0,26.0,12.0,16.0
