record_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
C0359,1.239901,-0.296893,0.62755,-1.013834,-0.362932,-1.591069,1
C0360,-0.019982,0.712083,-1.551676,-0.621725,-0.326375,0.298213,0
C0361,-0.12313,-0.725597,0.497706,-0.645288,0.149965,2.048645,1
C0362,1.95669,1.390368,-0.777593,-0.749269,1.790964,-0.553626,0
C0363,-0.101939,-0.471252,-0.416681,-0.531236,-1.502595,-0.512337,0
C0364,1.883527,0.130567,-0.420561,0.118869,0.478596,0.596129,1
C0365,-2.066486,0.724355,1.053956,0.855148,-1.120256,2.48143,0
C0366,1.162337,1.319784,-0.238083,-1.381161,-0.570926,-0.411371,1
C0367,0.674547,0.035396,-0.433543,-0.4586,-0.605982,0.487072,0
C0368,0.983244,0.128591,0.859517,0.342183,1.578641,-1.152861,1
C0369,-0.17069,-1.13497,1.82892,-0.181202,1.258539,0.368513,1
C0370,-1.04551,-1.814403,1.615859,0.038128,0.508589,0.089727,0
C0371,0.469825,1.080778,-0.102818,0.696137,-0.638201,0.360363,1
C0372,0.360352,-1.25608,-0.532035,-0.067842,0.207571,-0.47377,0
C0373,1.45038,-1.146498,0.078686,1.079696,1.565011,-1.315394,1
C0374,1.880551,2.140046,-0.342634,-0.935212,1.005824,1.730367,0
C0375,0.957618,-1.18463,-1.102753,0.721082,1.024431,0.155468,1
C0376,-0.397661,-1.858586,0.02244,0.421066,0.178551,-0.480143,1
C0377,-0.160965,-1.758075,0.803678,-0.542764,-0.280861,0.274725,1
C0378,-0.21942,-0.669408,0.030657,-0.47086,-0.576643,-1.638027,0
C0379,-1.063551,0.229498,-0.589496,0.783935,-1.28143,-2.129619,0
C0380,-0.024362,1.478198,-1.733584,-0.181969,-0.830054,-1.034611,0
C0381,-0.324141,0.973795,2.067297,0.925493,0.611697,-1.469137,1
C0382,-0.2384,0.419903,1.026281,-1.308791,1.545307,-1.017355,0
C0383,-0.506795,-1.723963,0.391748,0.106022,-0.464141,-0.245511,1
C0384,2.006679,0.35294,-0.29756,-1.910505,0.706195,1.089874,1
C0385,-0.20971,0.734048,1.128488,-0.886387,0.403881,0.203385,0
C0386,-0.81826,-0.64068,-1.214683,1.160079,-1.016932,-0.729101,0
C0387,-0.733179,-1.060245,-0.251528,0.051818,0.35585,2.838518,1
C0388,1.075942,0.371969,-0.024444,0.650794,-0.483956,-0.398907,1
C0389,2.70765,-0.454485,0.657665,-0.279349,0.665493,1.574337,1
C0390,-1.139751,-0.247871,0.431489,-0.697261,-0.269743,0.183603,0
C0391,2.508588,-0.344796,-0.129575,0.678056,1.513482,0.128059,1
C0392,-0.047979,1.472189,-0.751827,0.272955,0.096009,0.403271,0
C0393,0.045998,1.79165,-0.802618,-0.149083,-1.598474,1.763006,0
C0394,1.039736,0.045778,0.320173,-0.744019,0.104327,1.034675,1
C0395,-0.878662,-0.744924,-0.301622,-0.571786,-1.447178,0.000894,1
C0396,-1.045568,-0.871496,-0.778357,0.164592,0.70286,0.824877,0
C0397,-1.400203,-2.323164,-0.377652,0.499429,-0.444612,0.130159,0
C0398,0.379169,0.593695,-0.460574,0.925128,0.36177,0.515783,0
C0399,-2.602812,-0.096311,0.01626,1.45919,-0.445703,0.378698,0
C0400,-1.021509,-1.263831,-1.638775,-1.775553,0.426045,0.828372,0
C0401,-2.196204,-0.555864,-0.626408,-0.162425,1.921453,1.363695,0
C0402,-0.962752,-0.838514,-1.592427,0.839533,1.180728,-2.726402,0
C0403,0.685091,1.165759,1.62354,1.465179,0.507472,0.240137,1
C0404,-0.449098,-2.054035,-0.005236,1.874073,0.354391,-0.107977,1
C0405,-0.638887,0.133479,-1.785318,0.224696,-0.188456,-0.614866,0
C0406,-0.089442,-1.566626,-1.018698,0.395147,-0.364389,-0.550819,1
C0407,-0.796652,0.517068,-0.802077,-1.403062,-0.64423,0.561656,0
C0408,0.018052,0.611574,-0.023349,-1.021254,1.352485,-1.807652,0
C0409,0.314139,-0.818931,-0.373296,-1.823527,0.340063,-0.837,1
C0410,-1.531569,-0.901811,1.317407,-1.288451,1.654148,-0.267013,0
C0411,-1.497939,1.665692,-0.388388,-0.381347,-1.267729,0.333873,0
C0412,-0.276479,0.101309,0.137699,1.11658,-0.660129,1.19081,1
C0413,-0.528945,0.404762,0.292606,-1.178421,0.393392,-0.246684,0
C0414,-0.453973,-0.750141,-0.837833,-0.651736,0.334128,-0.54173,1
C0415,1.268674,-0.851808,1.102138,-0.611141,0.068432,-0.763571,1
C0416,-1.018684,-0.230233,0.776121,-1.960775,-1.257723,0.14232,1
C0417,0.14275,0.096449,-0.986767,0.274943,-0.650448,1.115286,1
C0418,-0.376321,-1.369292,-1.40781,-1.004929,-1.047785,-0.272833,0
C0419,-0.221752,0.735946,1.664498,0.995171,0.480744,-0.506362,1
C0420,0.081993,-0.711515,0.501186,0.268852,1.658483,0.11574,1
